"No.","Mac Source","Mac Destination","Mac Transmitter","Mac Receiver","BSSID","Time","Ip Source","Ip Destination","Protocol","Length","Info","Retry","Rate","RSSI","Channel","Data"
"587","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.599070","155.210.155.182","155.210.155.137","UDP","101","Source port: 57475  Destination port: http-alt","Frame is being retransmitted","19,5","-17 dBm","2462 [BG 11]","000000000000008a"
"588","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.599204","155.210.155.182","155.210.155.137","UDP","101","Source port: 57475  Destination port: http-alt","Frame is being retransmitted","13","-17 dBm","2462 [BG 11]","000000000000008a"
"589","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.599502","155.210.155.182","155.210.155.137","UDP","101","Source port: 57475  Destination port: http-alt","Frame is being retransmitted","6,5","-17 dBm","2462 [BG 11]","000000000000008a"
"590","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.599704","155.210.155.182","155.210.155.137","UDP","101","Source port: 57475  Destination port: http-alt","Frame is being retransmitted","6,5","-19 dBm","2462 [BG 11]","000000000000008a"
"591","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.600001","155.210.155.182","155.210.155.137","UDP","101","Source port: 57475  Destination port: http-alt","Frame is being retransmitted","6,5","-19 dBm","2462 [BG 11]","000000000000008a"
"592","54:a2:74:1d:55:f1","ff:ff:ff:ff:ff:ff","54:a2:74:1d:55:f1","ff:ff:ff:ff:ff:ff","54:a2:74:1d:55:f1","7.603386","54:a2:74:1d:55:f1","Broadcast","802.11","295","Beacon frame, SN=2087, FN=0, Flags=........, BI=102, SSID=eduroam","Frame is not being retransmitted","1","-79 dBm","2462 [BG 11]",""
"593","68:7f:74:1b:d5:fe","ff:ff:ff:ff:ff:ff","68:7f:74:1b:d5:fe","ff:ff:ff:ff:ff:ff","68:7f:74:1b:d5:fe","7.612059","Cisco-Li_1b:d5:fe","Broadcast","802.11","204","Beacon frame, SN=2476, FN=0, Flags=........, BI=100, SSID=sterne","Frame is not being retransmitted","1","-57 dBm","2462 [BG 11]",""
"594","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.618632","155.210.155.182","155.210.155.137","UDP","101","Source port: 57475  Destination port: http-alt","Frame is not being retransmitted","52","-21 dBm","2462 [BG 11]","000000000000008b"
"595","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.618766","155.210.155.182","155.210.155.137","UDP","101","Source port: 57475  Destination port: http-alt","Frame is being retransmitted","39","-21 dBm","2462 [BG 11]","000000000000008b"
"596","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.619003","155.210.155.182","155.210.155.137","UDP","101","Source port: 57475  Destination port: http-alt","Frame is being retransmitted","26","-19 dBm","2462 [BG 11]","000000000000008b"
"597","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.619211","155.210.155.182","155.210.155.137","UDP","101","Source port: 57475  Destination port: http-alt","Frame is being retransmitted","19,5","-19 dBm","2462 [BG 11]","000000000000008b"
"598","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.619413","155.210.155.182","155.210.155.137","UDP","101","Source port: 57475  Destination port: http-alt","Frame is being retransmitted","13","-17 dBm","2462 [BG 11]","000000000000008b"
"599","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.619669","155.210.155.182","155.210.155.137","UDP","101","Source port: 57475  Destination port: http-alt","Frame is being retransmitted","6,5","-17 dBm","2462 [BG 11]","000000000000008b"
"600","00:c0:ca:90:79:3e","ff:ff:ff:ff:ff:ff","00:c0:ca:90:79:3e","ff:ff:ff:ff:ff:ff","00:c0:ca:90:79:3e","7.621360","Alfa_90:79:3e","Broadcast","802.11","187","Beacon frame, SN=2474, FN=0, Flags=........, BI=100, SSID=SEUtest","Frame is not being retransmitted","1","-17 dBm","2462 [BG 11]",""
"601","00:c0:ca:90:79:28","ff:ff:ff:ff:ff:ff","00:c0:ca:90:79:28","ff:ff:ff:ff:ff:ff","00:c0:ca:90:79:28","7.622985","Alfa_90:79:28","Broadcast","802.11","187","Beacon frame, SN=442, FN=0, Flags=........, BI=100, SSID=SEUtest","Frame is not being retransmitted","1","-25 dBm","2462 [BG 11]",""
"602","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.623123","155.210.155.182","155.210.155.137","UDP","101","Source port: 57475  Destination port: http-alt","Frame is being retransmitted","6,5","-17 dBm","2462 [BG 11]","000000000000008b"
"603","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.623417","155.210.155.182","155.210.155.137","UDP","101","Source port: 57475  Destination port: http-alt","Frame is being retransmitted","6,5","-17 dBm","2462 [BG 11]","000000000000008b"
"604","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.628774","155.210.155.182","155.210.155.137","UDP","101","Source port: 57475  Destination port: http-alt","Frame is not being retransmitted","52","-21 dBm","2462 [BG 11]","000000000000008c"
"605","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.628891","155.210.155.182","155.210.155.137","UDP","101","Source port: 57475  Destination port: http-alt","Frame is being retransmitted","39","-21 dBm","2462 [BG 11]","000000000000008c"
"606","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.629072","155.210.155.182","155.210.155.137","UDP","101","Source port: 57475  Destination port: http-alt","Frame is being retransmitted","26","-17 dBm","2462 [BG 11]","000000000000008c"
"607","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.629275","155.210.155.182","155.210.155.137","UDP","101","Source port: 57475  Destination port: http-alt","Frame is being retransmitted","19,5","-17 dBm","2462 [BG 11]","000000000000008c"
"608","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.629435","155.210.155.182","155.210.155.137","UDP","101","Source port: 57475  Destination port: http-alt","Frame is being retransmitted","13","-17 dBm","2462 [BG 11]","000000000000008c"
"609","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.629731","155.210.155.182","155.210.155.137","UDP","101","Source port: 57475  Destination port: http-alt","Frame is being retransmitted","6,5","-19 dBm","2462 [BG 11]","000000000000008c"
"610","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.629959","155.210.155.182","155.210.155.137","UDP","101","Source port: 57475  Destination port: http-alt","Frame is being retransmitted","6,5","-17 dBm","2462 [BG 11]","000000000000008c"
"611","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.630216","155.210.155.182","155.210.155.137","UDP","101","Source port: 57475  Destination port: http-alt","Frame is being retransmitted","6,5","-17 dBm","2462 [BG 11]","000000000000008c"
"612","","","00:c0:ca:90:79:29","00:c0:ca:90:79:3e","","7.639196","Alfa_90:79:29 (TA)","Alfa_90:79:3e (RA)","802.11","46","802.11 Block Ack, Flags=........","Frame is not being retransmitted","6","-23 dBm","2462 [BG 11]",""
"613","00:09:b7:d3:da:17","01:80:c2:00:00:00","00:c0:ca:90:79:3e","01:80:c2:00:00:00","00:c0:ca:90:79:3e","7.640006","Cisco_d3:da:17","Spanning-tree-(for-bridges)_00","STP","88","RST. Root = 32768/155/00:09:b7:ce:52:00  Cost = 8  Port = 0x8017","Frame is not being retransmitted","1","-17 dBm","2462 [BG 11]",""
"614","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.648844","155.210.155.182","155.210.155.137","UDP","101","Source port: 57475  Destination port: http-alt","Frame is not being retransmitted","57,8","-21 dBm","2462 [BG 11]","000000000000008d"
"615","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.648924","155.210.155.182","155.210.155.137","UDP","101","Source port: 57475  Destination port: http-alt","Frame is being retransmitted","43,3","-21 dBm","2462 [BG 11]","000000000000008d"
"616","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.649120","155.210.155.182","155.210.155.137","UDP","101","Source port: 57475  Destination port: http-alt","Frame is being retransmitted","28,9","-17 dBm","2462 [BG 11]","000000000000008d"
"617","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.649267","155.210.155.182","155.210.155.137","UDP","101","Source port: 57475  Destination port: http-alt","Frame is being retransmitted","21,7","-17 dBm","2462 [BG 11]","000000000000008d"
"618","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.649506","155.210.155.182","155.210.155.137","UDP","101","Source port: 57475  Destination port: http-alt","Frame is being retransmitted","14,4","-17 dBm","2462 [BG 11]","000000000000008d"
"619","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.649757","155.210.155.182","155.210.155.137","UDP","101","Source port: 57475  Destination port: http-alt","Frame is being retransmitted","7,2","-17 dBm","2462 [BG 11]","000000000000008d"
"620","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.649949","155.210.155.182","155.210.155.137","UDP","101","Source port: 57475  Destination port: http-alt","Frame is being retransmitted","7,2","-17 dBm","2462 [BG 11]","000000000000008d"
"621","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.650230","155.210.155.182","155.210.155.137","UDP","101","Source port: 57475  Destination port: http-alt","Frame is being retransmitted","7,2","-17 dBm","2462 [BG 11]","000000000000008d"
"622","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.659417","155.210.155.182","155.210.155.137","UDP","101","Source port: 57475  Destination port: http-alt","Frame is not being retransmitted","57,8","-19 dBm","2462 [BG 11]","000000000000008e"
"623","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.659528","155.210.155.182","155.210.155.137","UDP","101","Source port: 57475  Destination port: http-alt","Frame is being retransmitted","43,3","-19 dBm","2462 [BG 11]","000000000000008e"
"624","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.659778","155.210.155.182","155.210.155.137","UDP","101","Source port: 57475  Destination port: http-alt","Frame is being retransmitted","28,9","-19 dBm","2462 [BG 11]","000000000000008e"
"625","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.659914","155.210.155.182","155.210.155.137","UDP","101","Source port: 57475  Destination port: http-alt","Frame is being retransmitted","21,7","-17 dBm","2462 [BG 11]","000000000000008e"
"626","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.660077","155.210.155.182","155.210.155.137","UDP","101","Source port: 57475  Destination port: http-alt","Frame is being retransmitted","14,4","-17 dBm","2462 [BG 11]","000000000000008e"
"627","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.660380","155.210.155.182","155.210.155.137","UDP","101","Source port: 57475  Destination port: http-alt","Frame is being retransmitted","7,2","-17 dBm","2462 [BG 11]","000000000000008e"
"628","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.660582","155.210.155.182","155.210.155.137","UDP","101","Source port: 57475  Destination port: http-alt","Frame is being retransmitted","7,2","-17 dBm","2462 [BG 11]","000000000000008e"
"629","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.660852","155.210.155.182","155.210.155.137","UDP","101","Source port: 57475  Destination port: http-alt","Frame is being retransmitted","7,2","-17 dBm","2462 [BG 11]","000000000000008e"
"630","b8:27:eb:28:b6:0b","2c:56:dc:26:17:77","00:c0:ca:90:79:29","00:c0:ca:90:79:3e","","7.672276","155.210.155.183","155.210.155.182","TCP","1532","[TCP Retransmission] http > 58149 [PSH, ACK] Seq=1434 Ack=1087 Win=1311 Len=1431","Frame is not being retransmitted","28,9","-23 dBm","2462 [BG 11]",""
"631","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.679553","155.210.155.182","155.210.155.137","UDP","101","Source port: 57475  Destination port: http-alt","Frame is not being retransmitted","57,8","-19 dBm","2462 [BG 11]","000000000000008f"
"632","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.679682","155.210.155.182","155.210.155.137","UDP","101","Source port: 57475  Destination port: http-alt","Frame is being retransmitted","43,3","-19 dBm","2462 [BG 11]","000000000000008f"
"633","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.679874","155.210.155.182","155.210.155.137","UDP","101","Source port: 57475  Destination port: http-alt","Frame is being retransmitted","28,9","-17 dBm","2462 [BG 11]","000000000000008f"
"634","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.680039","155.210.155.182","155.210.155.137","UDP","101","Source port: 57475  Destination port: http-alt","Frame is being retransmitted","21,7","-17 dBm","2462 [BG 11]","000000000000008f"
"635","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.680229","155.210.155.182","155.210.155.137","UDP","101","Source port: 57475  Destination port: http-alt","Frame is being retransmitted","14,4","-19 dBm","2462 [BG 11]","000000000000008f"
"636","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.680479","155.210.155.182","155.210.155.137","UDP","101","Source port: 57475  Destination port: http-alt","Frame is being retransmitted","7,2","-19 dBm","2462 [BG 11]","000000000000008f"
"637","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.680729","155.210.155.182","155.210.155.137","UDP","101","Source port: 57475  Destination port: http-alt","Frame is being retransmitted","7,2","-17 dBm","2462 [BG 11]","000000000000008f"
"638","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.680979","155.210.155.182","155.210.155.137","UDP","101","Source port: 57475  Destination port: http-alt","Frame is being retransmitted","7,2","-17 dBm","2462 [BG 11]","000000000000008f"
"639","e4:f4:c6:f4:87:ef","ff:ff:ff:ff:ff:ff","e4:f4:c6:f4:87:ef","ff:ff:ff:ff:ff:ff","e4:f4:c6:f4:87:ef","7.686945","Netgear_f4:87:ef","Broadcast","802.11","194","Beacon frame, SN=349, FN=0, Flags=........, BI=100, SSID=wi5-unizar-156","Frame is not being retransmitted","1","-71 dBm","2462 [BG 11]",""
"640","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.690289","155.210.155.182","155.210.155.137","UDP","101","Source port: 57475  Destination port: http-alt","Frame is not being retransmitted","57,8","-19 dBm","2462 [BG 11]","0000000000000090"
"641","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.690450","155.210.155.182","155.210.155.137","UDP","101","Source port: 57475  Destination port: http-alt","Frame is being retransmitted","43,3","-21 dBm","2462 [BG 11]","0000000000000090"
"642","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.690590","155.210.155.182","155.210.155.137","UDP","101","Source port: 57475  Destination port: http-alt","Frame is being retransmitted","28,9","-17 dBm","2462 [BG 11]","0000000000000090"
"643","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.690762","155.210.155.182","155.210.155.137","UDP","101","Source port: 57475  Destination port: http-alt","Frame is being retransmitted","21,7","-19 dBm","2462 [BG 11]","0000000000000090"
"644","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.690996","155.210.155.182","155.210.155.137","UDP","101","Source port: 57475  Destination port: http-alt","Frame is being retransmitted","14,4","-17 dBm","2462 [BG 11]","0000000000000090"
"645","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.691204","155.210.155.182","155.210.155.137","UDP","101","Source port: 57475  Destination port: http-alt","Frame is being retransmitted","7,2","-17 dBm","2462 [BG 11]","0000000000000090"
"646","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.691457","155.210.155.182","155.210.155.137","UDP","101","Source port: 57475  Destination port: http-alt","Frame is being retransmitted","7,2","-17 dBm","2462 [BG 11]","0000000000000090"
"647","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.691708","155.210.155.182","155.210.155.137","UDP","101","Source port: 57475  Destination port: http-alt","Frame is being retransmitted","7,2","-17 dBm","2462 [BG 11]","0000000000000090"
"648","","","00:c0:ca:90:79:29","00:c0:ca:90:79:3e","","7.695272","Alfa_90:79:29 (TA)","Alfa_90:79:3e (RA)","802.11","46","802.11 Block Ack, Flags=........","Frame is not being retransmitted","6","-27 dBm","2462 [BG 11]",""
"649","e0:69:95:d2:50:38","ff:ff:ff:ff:ff:ff","00:c0:ca:90:79:3e","ff:ff:ff:ff:ff:ff","00:c0:ca:90:79:3e","7.696184","Pegatron_d2:50:38","Broadcast","ARP","96","Who has 155.210.155.26?  Tell 155.210.155.23","Frame is not being retransmitted","1","-17 dBm","2462 [BG 11]",""
"650","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.710675","155.210.155.182","155.210.155.137","UDP","98","Source port: 57475  Destination port: http-alt","Frame is not being retransmitted","11","-17 dBm","2462 [BG 11]","0000000000000091"
"651","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.721364","155.210.155.182","155.210.155.137","UDP","98","Source port: 57475  Destination port: http-alt","Frame is not being retransmitted","11","-17 dBm","2462 [BG 11]","0000000000000092"
"652","00:c0:ca:90:79:3e","ff:ff:ff:ff:ff:ff","00:c0:ca:90:79:3e","ff:ff:ff:ff:ff:ff","00:c0:ca:90:79:3e","7.723553","Alfa_90:79:3e","Broadcast","802.11","187","Beacon frame, SN=2477, FN=0, Flags=........, BI=100, SSID=SEUtest","Frame is not being retransmitted","1","-17 dBm","2462 [BG 11]",""
"653","00:c0:ca:90:79:28","ff:ff:ff:ff:ff:ff","00:c0:ca:90:79:28","ff:ff:ff:ff:ff:ff","00:c0:ca:90:79:28","7.725516","Alfa_90:79:28","Broadcast","802.11","187","Beacon frame, SN=443, FN=0, Flags=........, BI=100, SSID=SEUtest","Frame is not being retransmitted","1","-25 dBm","2462 [BG 11]",""
"654","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.742722","155.210.155.182","155.210.155.137","UDP","98","Source port: 57475  Destination port: http-alt","Frame is not being retransmitted","11","-15 dBm","2462 [BG 11]","0000000000000093"
"655","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.752675","155.210.155.182","155.210.155.137","UDP","98","Source port: 57475  Destination port: http-alt","Frame is not being retransmitted","11","-15 dBm","2462 [BG 11]","0000000000000094"
"656","84:16:f9:16:61:ee","ff:ff:ff:ff:ff:ff","84:16:f9:16:61:ee","ff:ff:ff:ff:ff:ff","84:16:f9:16:61:ee","7.760637","84:16:f9:16:61:ee","Broadcast","802.11","183","Beacon frame, SN=3282, FN=0, Flags=........, BI=100, SSID=wi5-aux-155","Frame is not being retransmitted","1","-67 dBm","2462 [BG 11]",""
"657","54:a2:74:1d:55:f0","ff:ff:ff:ff:ff:ff","54:a2:74:1d:55:f0","ff:ff:ff:ff:ff:ff","54:a2:74:1d:55:f0","7.762617","54:a2:74:1d:55:f0","Broadcast","802.11","236","Beacon frame, SN=2090, FN=0, Flags=........, BI=102, SSID=wiuz","Frame is not being retransmitted","1","-81 dBm","2462 [BG 11]",""
"658","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.773549","155.210.155.182","155.210.155.137","UDP","98","Source port: 57475  Destination port: http-alt","Frame is not being retransmitted","11","-15 dBm","2462 [BG 11]","0000000000000095"
"659","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.785612","155.210.155.182","155.210.155.137","UDP","98","Source port: 57475  Destination port: http-alt","Frame is being retransmitted","1","-17 dBm","2462 [BG 11]","0000000000000096"
"660","e4:f4:c6:f4:87:ef","ff:ff:ff:ff:ff:ff","e4:f4:c6:f4:87:ef","ff:ff:ff:ff:ff:ff","e4:f4:c6:f4:87:ef","7.789347","Netgear_f4:87:ef","Broadcast","802.11","194","Beacon frame, SN=350, FN=0, Flags=........, BI=100, SSID=wi5-unizar-156","Frame is not being retransmitted","1","-71 dBm","2462 [BG 11]",""
"661","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.805423","155.210.155.182","155.210.155.137","UDP","98","Source port: 57475  Destination port: http-alt","Frame is not being retransmitted","11","-15 dBm","2462 [BG 11]","0000000000000097"
"662","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.818277","155.210.155.182","155.210.155.137","UDP","98","Source port: 57475  Destination port: http-alt","Frame is being retransmitted","1","-17 dBm","2462 [BG 11]","0000000000000098"
"663","00:c0:ca:90:79:3e","ff:ff:ff:ff:ff:ff","00:c0:ca:90:79:3e","ff:ff:ff:ff:ff:ff","00:c0:ca:90:79:3e","7.826005","Alfa_90:79:3e","Broadcast","802.11","187","Beacon frame, SN=2478, FN=0, Flags=........, BI=100, SSID=SEUtest","Frame is not being retransmitted","1","-17 dBm","2462 [BG 11]",""
"664","00:c0:ca:90:79:28","ff:ff:ff:ff:ff:ff","00:c0:ca:90:79:28","ff:ff:ff:ff:ff:ff","00:c0:ca:90:79:28","7.827739","Alfa_90:79:28","Broadcast","802.11","187","Beacon frame, SN=444, FN=0, Flags=........, BI=100, SSID=SEUtest","Frame is not being retransmitted","1","-25 dBm","2462 [BG 11]",""
"665","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.836241","155.210.155.182","155.210.155.137","UDP","101","Source port: 57475  Destination port: http-alt","Frame is not being retransmitted","21,7","-17 dBm","2462 [BG 11]","0000000000000099"
"666","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.836376","155.210.155.182","155.210.155.137","UDP","101","Source port: 57475  Destination port: http-alt","Frame is being retransmitted","14,4","-17 dBm","2462 [BG 11]","0000000000000099"
"667","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.836695","155.210.155.182","155.210.155.137","UDP","101","Source port: 57475  Destination port: http-alt","Frame is being retransmitted","7,2","-17 dBm","2462 [BG 11]","0000000000000099"
"668","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.836919","155.210.155.182","155.210.155.137","UDP","101","Source port: 57475  Destination port: http-alt","Frame is being retransmitted","7,2","-17 dBm","2462 [BG 11]","0000000000000099"
"669","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.837153","155.210.155.182","155.210.155.137","UDP","101","Source port: 57475  Destination port: http-alt","Frame is being retransmitted","7,2","-19 dBm","2462 [BG 11]","0000000000000099"
"670","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","00:c0:ca:90:79:3c","00:c0:ca:90:79:3e","7.837402","155.210.155.182","155.210.155.137","UDP","101","Source port: 57475  Destination port: http-alt","Frame is being retransmitted","7,2","-19 dBm","2462 [BG 11]","0000000000000099"
