"No.","Mac Source","Mac Destination","Mac Transmitter","Mac Receiver","BSSID","Time","Ip Source","Ip Destination","Protocol","Length","Info","Retry","Rate","RSSI","Channel","Data"
"2353","00:c0:ca:90:79:29","ff:ff:ff:ff:ff:ff","00:c0:ca:90:79:29","ff:ff:ff:ff:ff:ff","00:c0:ca:90:79:29","28.491242","Alfa_90:79:29","Broadcast","802.11","187","Beacon frame, SN=1283, FN=0, Flags=........, BI=100, SSID=SEUtest","Frame is not being retransmitted","1","-21 dBm","2422 [BG 3]",""
"2354","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:29","00:c0:ca:90:79:3c","00:c0:ca:90:79:29","28.496302","155.210.155.182","155.210.155.137","UDP","101","Source port: 63791  Destination port: http-alt","Frame is not being retransmitted","65","-25 dBm","2422 [BG 3]","00000000000006a6"
"2355","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:29","00:c0:ca:90:79:3c","00:c0:ca:90:79:29","28.506535","155.210.155.182","155.210.155.137","UDP","101","Source port: 63791  Destination port: http-alt","Frame is not being retransmitted","65","-25 dBm","2422 [BG 3]","00000000000006a7"
"2356","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:29","00:c0:ca:90:79:3c","00:c0:ca:90:79:29","28.527141","155.210.155.182","155.210.155.137","UDP","101","Source port: 63791  Destination port: http-alt","Frame is not being retransmitted","65","-25 dBm","2422 [BG 3]","00000000000006a8"
"2357","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:29","00:c0:ca:90:79:3c","00:c0:ca:90:79:29","28.537369","155.210.155.182","155.210.155.137","UDP","101","Source port: 63791  Destination port: http-alt","Frame is not being retransmitted","65","-25 dBm","2422 [BG 3]","00000000000006a9"
"2358","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:29","00:c0:ca:90:79:3c","00:c0:ca:90:79:29","28.557645","155.210.155.182","155.210.155.137","UDP","101","Source port: 63791  Destination port: http-alt","Frame is not being retransmitted","65","-25 dBm","2422 [BG 3]","00000000000006aa"
"2359","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:29","00:c0:ca:90:79:3c","00:c0:ca:90:79:29","28.568281","155.210.155.182","155.210.155.137","UDP","101","Source port: 63791  Destination port: http-alt","Frame is not being retransmitted","65","-23 dBm","2422 [BG 3]","00000000000006ab"
"2360","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:29","00:c0:ca:90:79:3c","00:c0:ca:90:79:29","28.588911","155.210.155.182","155.210.155.137","UDP","101","Source port: 63791  Destination port: http-alt","Frame is not being retransmitted","65","-25 dBm","2422 [BG 3]","00000000000006ac"
"2361","00:c0:ca:90:79:29","ff:ff:ff:ff:ff:ff","00:c0:ca:90:79:29","ff:ff:ff:ff:ff:ff","00:c0:ca:90:79:29","28.593660","Alfa_90:79:29","Broadcast","802.11","187","Beacon frame, SN=1284, FN=0, Flags=........, BI=100, SSID=SEUtest","Frame is not being retransmitted","1","-23 dBm","2422 [BG 3]",""
"2362","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:29","00:c0:ca:90:79:3c","00:c0:ca:90:79:29","28.598992","155.210.155.182","155.210.155.137","UDP","101","Source port: 63791  Destination port: http-alt","Frame is not being retransmitted","65","-25 dBm","2422 [BG 3]","00000000000006ad"
"2363","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:29","00:c0:ca:90:79:3c","00:c0:ca:90:79:29","28.619661","155.210.155.182","155.210.155.137","UDP","101","Source port: 63791  Destination port: http-alt","Frame is not being retransmitted","65","-25 dBm","2422 [BG 3]","00000000000006ae"
"2364","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:29","00:c0:ca:90:79:3c","00:c0:ca:90:79:29","28.630243","155.210.155.182","155.210.155.137","UDP","101","Source port: 63791  Destination port: http-alt","Frame is not being retransmitted","65","-25 dBm","2422 [BG 3]","00000000000006af"
"2365","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:29","00:c0:ca:90:79:3c","00:c0:ca:90:79:29","28.651062","155.210.155.182","155.210.155.137","UDP","101","Source port: 63791  Destination port: http-alt","Frame is not being retransmitted","65","-25 dBm","2422 [BG 3]","00000000000006b0"
"2366","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:29","00:c0:ca:90:79:3c","00:c0:ca:90:79:29","28.662060","155.210.155.182","155.210.155.137","UDP","101","Source port: 63791  Destination port: http-alt","Frame is not being retransmitted","65","-25 dBm","2422 [BG 3]","00000000000006b1"
"2367","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:29","00:c0:ca:90:79:3c","00:c0:ca:90:79:29","28.682329","155.210.155.182","155.210.155.137","UDP","101","Source port: 63791  Destination port: http-alt","Frame is not being retransmitted","65","-25 dBm","2422 [BG 3]","00000000000006b2"
"2368","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:29","00:c0:ca:90:79:3c","00:c0:ca:90:79:29","28.692414","155.210.155.182","155.210.155.137","UDP","101","Source port: 63791  Destination port: http-alt","Frame is not being retransmitted","65","-25 dBm","2422 [BG 3]","00000000000006b3"
"2369","00:c0:ca:90:79:29","ff:ff:ff:ff:ff:ff","00:c0:ca:90:79:29","ff:ff:ff:ff:ff:ff","00:c0:ca:90:79:29","28.696064","Alfa_90:79:29","Broadcast","802.11","187","Beacon frame, SN=1285, FN=0, Flags=........, BI=100, SSID=SEUtest","Frame is not being retransmitted","1","-23 dBm","2422 [BG 3]",""
"2370","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:29","00:c0:ca:90:79:3c","00:c0:ca:90:79:29","28.712638","155.210.155.182","155.210.155.137","UDP","101","Source port: 63791  Destination port: http-alt","Frame is not being retransmitted","65","-23 dBm","2422 [BG 3]","00000000000006b4"
"2371","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:29","00:c0:ca:90:79:3c","00:c0:ca:90:79:29","28.722871","155.210.155.182","155.210.155.137","UDP","101","Source port: 63791  Destination port: http-alt","Frame is not being retransmitted","65","-25 dBm","2422 [BG 3]","00000000000006b5"
"2372","f0:f7:55:f3:c7:c4","ff:ff:ff:ff:ff:ff","00:c0:ca:90:79:29","ff:ff:ff:ff:ff:ff","00:c0:ca:90:79:29","28.735747","Cisco_f3:c7:c4","Broadcast","ARP","96","Who has 155.210.155.26?  Tell 155.210.155.254","Frame is not being retransmitted","1","-21 dBm","2422 [BG 3]",""
"2373","","","00:c0:ca:90:79:29","00:c0:ca:90:79:3c","","28.746549","Alfa_90:79:29 (TA)","Alfa_90:79:3c (RA)","802.11","38","802.11 Block Ack Req, Flags=........","Frame is not being retransmitted","1","-23 dBm","2422 [BG 3]",""
"2374","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:29","00:c0:ca:90:79:3c","00:c0:ca:90:79:29","28.754121","155.210.155.182","155.210.155.137","UDP","101","Source port: 63791  Destination port: http-alt","Frame is not being retransmitted","65","-25 dBm","2422 [BG 3]","00000000000006b7"
"2375","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:29","00:c0:ca:90:79:3c","00:c0:ca:90:79:29","28.774496","155.210.155.182","155.210.155.137","UDP","101","Source port: 63791  Destination port: http-alt","Frame is not being retransmitted","65","-25 dBm","2422 [BG 3]","00000000000006b8"
"2376","2c:56:dc:26:17:77","00:c0:ca:90:79:3c","00:c0:ca:90:79:29","00:c0:ca:90:79:3c","00:c0:ca:90:79:29","28.785082","155.210.155.182","155.210.155.137","UDP","101","Source port: 63791  Destination port: http-alt","Frame is not being retransmitted","65","-25 dBm","2422 [BG 3]","00000000000006b9"
"2377","00:c0:ca:90:79:29","ff:ff:ff:ff:ff:ff","00:c0:ca:90:79:29","ff:ff:ff:ff:ff:ff","00:c0:ca:90:79:29","28.798453","Alfa_90:79:29","Broadcast","802.11","187","Beacon frame, SN=1287, FN=0, Flags=........, BI=100, SSID=SEUtest","Frame is not being retransmitted","1","-23 dBm","2422 [BG 3]",""
